area,item,year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
42,8,1995,1083.0,61257.0,24.04
50,5,1993,630.0,3469.0,16.36
51,8,2002,641.0,335.31,6.83
62,8,2008,758.0,61732.11,25.22
62,7,1998,758.0,34468.93,25.14
42,8,2010,1083.0,40093.69,26.81
42,7,2005,1083.0,35342.0,27.49
39,1,2009,1440.0,27.85,27.35
15,6,2004,608.0,2361.0,9.18
46,3,2009,832.0,74172.0,13.28
42,8,2007,1083.0,27422.77,25.58
42,3,2012,1083.0,52980.0,28.02
17,5,1990,1274.0,92.08,21.15
71,8,2013,151.0,21.37,30.42
25,1,2002,1410.0,4018.07,27.08
18,0,2013,1604.0,1372.47,25.45
7,6,2010,447.0,333.85,13.85
100,5,2012,657.0,3375.53,20.52
35,6,1998,652.0,10702.0,18.15
42,3,2001,1083.0,43720.04,26.32
100,8,1993,657.0,1716.0,20.88
5,6,2010,534.0,42169.39,19.09
86,5,2013,1712.0,1235.31,27.03
25,4,2010,1410.0,6316.61,26.93
48,3,2009,1668.0,60970.8,15.61
73,4,2006,494.0,6925.13,23.28
37,5,2008,1651.0,424.9,27.61
50,1,1992,630.0,3469.0,16.34
74,9,2001,3142.0,105.0,25.43
73,7,2012,494.0,990.09,26.75
14,0,1995,1761.0,92967.22,22.07
36,8,2012,1996.0,19726.3,19.88
3,3,2006,591.0,65872.12,18.35
20,4,2007,1342.0,22.87,25.88
5,7,1992,534.0,22234.0,18.45
37,2,1991,1651.0,80.0,27.22
94,8,1994,593.0,24219.0,18.35
53,5,1994,788.0,0.3,14.22
42,4,2008,1083.0,14485.33,25.68
73,5,1997,494.0,16936.0,26.82
42,7,2002,1083.0,42482.56,26.75
48,1,1996,1668.0,79821.18,15.32
43,4,2011,2702.0,1597.0,27.24
5,5,2002,534.0,26651.0,12.31
34,9,1999,1187.0,114.13,26.74
17,9,1990,1274.0,92.08,21.15
95,5,1997,1180.0,88.0,24.04
42,0,1990,1083.0,75000.0,26.63
14,5,1991,1761.0,58349.44,17.95
5,6,2012,534.0,48687.88,16.84
89,8,2013,624.0,1620.0,7.1
43,3,1996,2702.0,1597.0,26.83
9,3,1993,83.0,14.05,26.09
42,0,2000,1083.0,44957.52,27.03
19,1,2010,537.0,61050.0,6.73
28,2,2006,1784.0,2265.72,26.14
14,3,2004,1761.0,119166.69999999998,27.72
44,6,1993,216.0,692.0,18.75
27,1,1993,51.0,4175.0,21.79
26,2,1992,2274.0,2012.0,21.94
42,0,1999,1083.0,46195.0,25.29
62,1,2005,758.0,51741.99,19.82
42,3,1992,1083.0,70791.0,25.41
62,5,1991,758.0,34468.93,16.13
39,0,2004,1440.0,27.85,27.37
28,3,2004,1784.0,2078.01,26.2
43,4,2002,2702.0,1597.0,27.71
26,4,1994,2274.0,2670.0,21.8
93,8,1998,207.0,868.44,19.19
62,0,2008,758.0,61732.11,17.21
62,7,1992,758.0,34468.93,24.87
26,3,2005,2274.0,18391.23,21.82
97,3,2005,1220.0,31415.27,8.85
48,3,2008,1668.0,58750.0,13.31
94,1,2002,593.0,27915.0,18.18
14,8,1992,1761.0,67003.89,20.21
42,7,2012,1083.0,52980.0,25.39
5,4,1993,534.0,23899.0,18.03
18,4,1991,1604.0,99.09,24.99
42,8,2002,1083.0,42482.56,26.06
97,8,1998,1220.0,35422.0,8.56
68,3,2010,778.0,9586.03,8.84
60,4,2011,92.0,13.35,27.87
42,0,2000,1083.0,44957.52,25.58
66,5,2002,285.0,56.0,20.76
62,4,1999,758.0,34468.93,19.74
21,4,1999,1522.0,15373.0,13.24
73,8,1998,494.0,18406.0,23.11
5,7,2010,534.0,42169.39,14.23
17,6,1996,1274.0,207.1,21.18
62,3,2001,758.0,31373.3,22.6
47,3,1992,2051.0,1415.65,27.25
21,1,2007,1522.0,9830.72,12.31
42,0,2000,1083.0,44957.52,25.35
49,6,1998,250.0,6416.14,6.94
42,0,1998,1083.0,49157.0,25.46
62,8,1999,758.0,34468.93,20.86
70,3,1993,2280.0,977.0,27.05
48,9,1994,1668.0,79821.18,16.33
48,1,2001,1668.0,78735.45,13.13
62,6,1995,758.0,34468.93,20.39
25,1,2005,1410.0,3515.56,27.03
7,3,2010,447.0,333.85,13.85
42,5,2011,1083.0,55540.0,25.72
83,3,2007,1162.0,1155.23,11.31
84,4,1991,495.0,16582.0,15.56
55,8,2002,656.0,792.6,7.26
8,0,2006,1292.0,268.2,25.34
44,1,2000,216.0,548.0,23.9
42,6,2002,1083.0,42482.56,26.15
100,0,2011,657.0,3340.35,20.78
42,1,1997,1083.0,52279.0,25.09
42,5,1993,1083.0,66388.0,27.04
16,7,1990,748.0,29.1,28.77
14,0,2007,1761.0,119166.69999999998,20.93
42,4,1990,1083.0,75000.0,25.44
84,5,2012,495.0,26857.0,21.24
26,2,1998,2274.0,21500.0,18.12
55,3,1997,656.0,928.0,6.29
14,9,1993,1761.0,75658.33,20.49
61,0,1994,2041.0,486.72,24.17
6,1,1994,1110.0,3619.0,9.89
23,8,1995,1113.0,3418.0,10.14
70,2,2010,2280.0,12242.19,27.01
73,7,2001,494.0,11871.0,23.62
42,8,2012,1083.0,52980.0,27.03
46,4,1996,832.0,74617.2,7.06
23,3,2011,1113.0,1638.74,11.02
43,1,1990,2702.0,2432.0,27.05
22,3,2000,3240.0,75843.0,26.98
49,6,2012,250.0,8674.58,2.5
54,8,1997,56.0,255.0,19.3
5,6,2009,534.0,38065.68,18.18
47,3,2008,2051.0,909.71,27.17
14,6,2009,1761.0,119166.69999999998,27.39
26,5,1992,2274.0,2012.0,21.94
3,1,2011,591.0,100424.62,17.93
67,8,1994,1500.0,60.11,15.3
60,4,2010,92.0,67.59,28.7
84,6,2013,495.0,26857.0,21.31
48,4,2013,1668.0,52794.3,13.91
42,8,1994,1083.0,61357.0,26.46
46,1,1994,832.0,81217.6,13.53
14,0,2006,1761.0,119166.69999999998,18.47
62,8,1998,758.0,34468.93,20.31
42,6,1990,1083.0,75000.0,25.79
4,3,1998,562.0,50.92,10.28
14,8,1995,1761.0,92967.22,18.27
42,1,2008,1083.0,14485.33,25.3
14,1,2009,1761.0,119166.69999999998,18.84
4,3,1996,562.0,32.0,9.55
62,6,1993,758.0,34468.93,22.11
22,2,1994,3240.0,17051.34,22.33
42,4,1992,1083.0,70791.0,23.79
100,8,2012,657.0,3375.53,20.52
70,6,1993,2280.0,977.0,27.05
0,8,1997,1485.0,376.93,15.9
14,8,2000,1761.0,119166.69999999998,27.5
36,2,2010,1996.0,14898.25,19.85
62,5,1996,758.0,34468.93,17.2
42,6,1997,1083.0,52279.0,24.77
48,6,1990,1668.0,79821.18,14.14
17,8,2005,1274.0,304.83,22.29
48,3,1994,1668.0,79821.18,13.78
25,0,1997,1410.0,3846.0,27.01
14,6,1993,1761.0,75658.33,21.94
16,1,2001,748.0,57.46,28.77
59,4,1991,282.0,54.63,27.58
14,6,2011,1761.0,119166.69999999998,25.28
44,3,1991,216.0,692.0,19.68
62,1,1996,758.0,34468.93,22.91
42,5,2010,1083.0,40093.69,26.31
34,9,2002,1187.0,89.88,26.92
49,4,2009,250.0,8716.14,3.03
62,0,1996,758.0,34468.93,19.27
42,7,2007,1083.0,27422.77,25.82
30,8,2009,626.0,402.0,6.14
98,7,2004,1300.0,9017.73,17.22
42,1,2013,1083.0,45620.0,27.44
26,2,1994,2274.0,2670.0,21.46
21,1,1991,1522.0,15373.0,13.0
89,3,2002,624.0,2198.0,7.96
73,5,2006,494.0,6925.13,25.17
14,7,1992,1761.0,67003.89,20.21
84,6,2012,495.0,26857.0,15.89
71,4,1996,151.0,22.0,29.71
42,6,2010,1083.0,40093.69,26.81
28,7,2001,1784.0,2543.7,25.92
53,3,1995,788.0,0.3,14.55
42,0,2005,1083.0,35342.0,25.82
43,0,1999,2702.0,1597.0,26.82
34,9,1992,1187.0,65.8,26.47
94,4,2004,593.0,28831.0,12.26
93,3,2012,207.0,422.24,20.12
62,4,1993,758.0,34468.93,16.86
2,4,1996,1010.0,40.0,24.11
22,8,2009,3240.0,51435.13,22.87
16,6,2006,748.0,109.24,28.92
3,4,1998,591.0,62397.0,17.23
73,5,1991,494.0,5962.0,25.87
85,6,2000,636.0,34597.0,12.2
64,5,2010,346.0,13697.0,18.87
54,3,1993,56.0,87.0,20.12
14,9,1997,1761.0,110276.11,25.2
85,8,2004,636.0,47445.0,17.12
73,7,1991,494.0,5962.0,26.34
28,4,1990,1784.0,2524.0,26.06
42,6,2009,1083.0,28707.01,26.41
73,4,2005,494.0,7914.31,24.66
48,1,1990,1668.0,79821.18,16.12
33,3,2005,700.0,36386.27,9.58
4,8,1993,562.0,8.0,7.69
43,1,1997,2702.0,1597.0,27.37
84,4,2007,495.0,26857.0,21.07
10,1,2012,2666.0,13289.18,26.28
19,6,2011,537.0,62107.2,7.3
48,6,2000,1668.0,79821.18,15.58
33,6,1993,700.0,25170.0,8.57
98,3,2012,1300.0,23506.4,17.53
85,3,2005,636.0,41017.0,16.97
42,8,1991,1083.0,72133.0,25.99
73,1,1998,494.0,18406.0,24.91
85,6,2001,636.0,35700.0,12.33
49,3,2009,250.0,8716.14,3.03
23,1,1993,1113.0,2675.33,10.19
63,3,2006,241.0,0.55,10.56
73,5,1992,494.0,5518.0,25.71
62,5,2011,758.0,65961.1,16.26
5,6,2006,534.0,35900.0,13.99
94,8,1994,593.0,24219.0,12.83
42,0,2009,1083.0,28707.01,26.55
94,4,2001,593.0,25539.0,20.09
11,8,1996,618.0,8306.31,5.32
84,5,1990,495.0,16582.0,18.91
42,1,2006,1083.0,37423.0,26.39
71,5,2005,151.0,24.75,30.02
42,0,2008,1083.0,14485.33,24.25
28,4,2012,1784.0,2595.16,26.04
84,6,1997,495.0,21596.0,15.38
17,4,2008,1274.0,456.44,21.29
62,8,2011,758.0,65961.1,16.26
73,8,1992,494.0,5518.0,26.91
78,1,2009,74.0,68.0,28.17
57,5,1995,1181.0,173.19,20.86
46,3,1999,832.0,81583.0,12.95
3,7,2008,591.0,87149.01,18.39
42,8,2006,1083.0,37423.0,26.37
22,4,2007,3240.0,82439.06,27.45
42,6,2002,1083.0,42482.56,26.63
14,4,1999,1761.0,119166.69999999998,20.04
42,7,2004,1083.0,35113.0,25.59
3,4,1999,591.0,62831.39,17.15
42,1,2000,1083.0,44957.52,24.57
42,5,2001,1083.0,43720.04,27.2
18,0,2002,1604.0,815.79,25.26
34,4,1992,1187.0,65.8,26.47
29,5,2005,383.0,27.63,24.85
32,8,1996,867.0,97890.0,10.14
14,5,2002,1761.0,119166.69999999998,19.49
92,6,2004,1622.0,88548.0,27.8
3,3,1993,591.0,26156.0,17.32
99,8,1990,1020.0,1080.0,21.43
26,2,1998,2274.0,21500.0,22.59
42,3,2012,1083.0,52980.0,25.39
59,9,2009,282.0,4.12,27.89
42,4,2002,1083.0,42482.56,27.72
15,4,2000,608.0,2876.0,9.9
73,6,2011,494.0,1979.27,23.36
17,3,1990,1274.0,92.08,21.15
73,3,2011,494.0,1979.27,23.36
62,6,1993,758.0,34468.93,16.86
5,8,1999,534.0,34200.0,19.28
48,3,2009,1668.0,60970.8,13.55
42,3,2008,1083.0,14485.33,25.68
46,3,1996,832.0,74617.2,7.06
35,8,2004,652.0,11594.0,18.07
62,3,1997,758.0,34468.93,25.21
42,5,1996,1083.0,56114.0,26.1
5,3,1992,534.0,22234.0,16.89
26,7,1994,2274.0,2670.0,17.4
27,5,2008,51.0,9527.0,21.74
78,3,1997,74.0,21.5,27.23
13,1,1995,416.0,17.0,19.96
0,6,2010,1485.0,1311.17,16.52
91,4,2013,691.0,264.6,10.1
14,5,1994,1761.0,84312.78,24.71
86,7,2000,1712.0,1695.71,26.43
10,6,2005,2666.0,7605.01,26.19
85,7,2013,636.0,54197.0,12.68
14,4,1995,1761.0,92967.22,24.77
73,5,1996,494.0,11955.0,25.92
21,8,1999,1522.0,15373.0,13.24
48,7,2004,1668.0,64688.88,16.33
36,7,2010,1996.0,14898.25,19.85
14,8,1994,1761.0,84312.78,20.77
62,7,1998,758.0,34468.93,21.38
42,1,2007,1083.0,27422.77,25.44
73,6,1997,494.0,16936.0,26.82
48,4,1990,1668.0,79821.18,14.14
16,9,1993,748.0,17.0,28.58
5,1,2011,534.0,47632.99,17.71
14,4,2009,1761.0,119166.69999999998,20.78
42,3,1996,1083.0,56114.0,23.81
5,3,2008,534.0,42935.38,18.78
42,4,2006,1083.0,37423.0,24.72
35,1,2010,652.0,5607.7,19.3
67,6,2002,1500.0,132.36,15.44
44,3,2010,216.0,1612.61,21.97
35,7,2001,652.0,10725.0,18.67
2,7,2009,1010.0,40.0,24.33
28,5,1997,1784.0,3164.62,26.48
68,8,1996,778.0,8923.0,8.32
27,1,1998,51.0,4715.0,21.29
36,6,2013,1996.0,20489.4,20.37
42,4,2009,1083.0,28707.01,25.38
60,5,1993,92.0,39.09,27.37
7,4,2013,447.0,489.8,14.12
67,3,1997,1500.0,80.75,14.5
78,8,2009,74.0,68.0,28.17
14,5,2001,1761.0,119166.69999999998,25.59
27,1,2011,51.0,12945.0,21.18
43,1,1997,2702.0,1597.0,26.83
42,8,2007,1083.0,27422.77,27.31
42,8,1993,1083.0,66388.0,24.74
43,6,2000,2702.0,1597.0,27.23
22,4,2013,3240.0,54563.38,22.85
98,4,1999,1300.0,3925.03,16.62
48,9,2004,1668.0,64688.88,16.19
97,3,1998,1220.0,35422.0,10.0
48,7,2010,1668.0,55576.0,16.12
43,1,2010,2702.0,1597.0,27.46
4,8,1994,562.0,23.0,8.84
43,1,2000,2702.0,1597.0,27.23
36,1,2006,1996.0,15951.27,19.88
29,8,2008,383.0,27.63,24.79
41,6,2004,589.0,9940.5,10.37
14,4,2006,1761.0,119166.69999999998,18.47
26,4,2010,2274.0,31637.12,21.98
61,3,1997,2041.0,544.55,24.1
3,5,2006,591.0,65872.12,18.1
98,1,1991,1300.0,1762.01,16.95
42,0,2004,1083.0,35113.0,26.22
48,7,1998,1668.0,79821.18,16.39
56,1,2013,1513.0,507.94,19.34
14,1,2008,1761.0,119166.69999999998,25.96
62,3,1999,758.0,34468.93,20.86
11,8,2013,618.0,9163.51,7.83
50,0,1990,630.0,3469.0,15.94
9,3,2000,83.0,8.65,26.99
64,6,2013,346.0,13697.0,18.79
17,3,1999,1274.0,150.24,21.01
66,1,1998,285.0,56.0,20.83
42,1,1990,1083.0,75000.0,26.63
42,0,1997,1083.0,52279.0,24.77
34,4,2007,1187.0,119.86,27.16
42,7,1994,1083.0,61357.0,24.29
10,7,1997,2666.0,2035.0,25.55
73,3,1998,494.0,18406.0,24.91
32,5,2000,867.0,97878.0,11.74
16,7,2006,748.0,109.24,28.92
42,4,2012,1083.0,52980.0,25.86
84,6,1991,495.0,16582.0,18.86
14,8,2006,1761.0,119166.69999999998,20.6
42,4,2005,1083.0,35342.0,25.82
14,1,2000,1761.0,119166.69999999998,18.65
14,3,2009,1761.0,119166.69999999998,18.84
73,5,1996,494.0,11955.0,26.5
77,8,2013,854.0,10126.8,16.77
42,7,2008,1083.0,14485.33,26.83
43,1,1997,2702.0,1597.0,27.62
82,0,2009,686.0,649.88,25.01
21,1,2001,1522.0,13156.09,6.41
5,1,2004,534.0,36276.0,16.64
44,3,2000,216.0,548.0,20.28
25,9,2013,1410.0,6316.61,26.88
42,4,2011,1083.0,55540.0,24.35
26,5,2000,2274.0,17948.0,17.06
49,1,2007,250.0,5575.89,4.14
64,7,1995,346.0,11399.71,18.56
100,4,2010,657.0,3305.17,21.17
5,8,1996,534.0,31185.0,13.05
72,3,2006,1414.0,696.34,4.43
39,5,2008,1440.0,27.85,27.08
60,4,1993,92.0,39.09,27.37
84,8,2004,495.0,26857.0,21.11
29,3,2004,383.0,27.63,24.79
5,5,1996,534.0,31185.0,17.05
14,7,2000,1761.0,119166.69999999998,26.82
54,3,1994,56.0,87.0,20.55
85,8,2008,636.0,40719.0,17.21
42,3,1999,1083.0,46195.0,26.21
99,4,2013,1020.0,1670.0,20.14
44,1,2007,216.0,1062.61,20.12
5,4,1994,534.0,21057.0,13.52
94,8,1998,593.0,30162.0,14.48
7,8,1994,447.0,148.68,11.32
65,3,2009,1032.0,914.92,21.7
70,1,1994,2280.0,799.0,27.26
14,4,2013,1761.0,119166.69999999998,27.11
21,3,2006,1522.0,9830.72,13.19
48,8,1991,1668.0,79821.18,15.43
48,1,2010,1668.0,55576.0,13.82
84,7,1994,495.0,16582.0,15.1
94,1,2013,593.0,39440.0,19.21
59,5,1992,282.0,35.42,27.2
62,1,2009,758.0,61690.08,21.76
33,6,2008,700.0,43413.01,5.94
86,0,1991,1712.0,1409.15,26.53
85,8,1990,636.0,39562.0,17.3
18,1,2005,1604.0,829.59,25.36
42,4,2001,1083.0,43720.04,25.92
54,3,1991,56.0,87.0,19.47
27,3,1994,51.0,4283.0,22.02
57,6,2009,1181.0,736.25,20.68
42,3,1992,1083.0,70791.0,25.73
79,8,1995,637.0,20113.0,11.21
58,4,2010,2875.0,60194.83,27.69
73,3,1999,494.0,20450.0,23.8
31,3,1991,536.0,1738.0,5.62
26,3,1994,2274.0,2670.0,21.46
14,3,2006,1761.0,119166.69999999998,18.47
16,3,1996,748.0,39.16,28.74
42,6,2011,1083.0,55540.0,27.29
14,0,1996,1761.0,101621.67,17.83
42,3,1998,1083.0,49157.0,25.46
96,4,1992,565.0,66772.0,8.07
26,2,2002,2274.0,1302.49,17.78
62,4,1997,758.0,34468.93,20.35
43,0,1996,2702.0,1597.0,27.0
100,3,1993,657.0,1716.0,20.88
14,3,2013,1761.0,119166.69999999998,26.4
5,1,1990,534.0,17866.0,17.47
100,4,2012,657.0,3375.53,20.52
26,6,2006,2274.0,7953.42,22.31
98,7,2010,1300.0,14981.18,17.11
28,7,1993,1784.0,3785.54,26.12
59,9,2011,282.0,3.25,27.79
42,3,2000,1083.0,44957.52,25.34
73,5,1992,494.0,5518.0,24.31
48,6,2011,1668.0,51796.3,15.71
42,1,1994,1083.0,61357.0,25.33
43,0,2001,2702.0,1597.0,27.52
14,5,2010,1761.0,119166.69999999998,20.72
14,7,1995,1761.0,92967.22,27.52
26,2,2008,2274.0,15396.14,21.89
8,7,1998,1292.0,484.59,25.94
42,0,2000,1083.0,44957.52,26.05
48,1,1992,1668.0,79821.18,15.63
42,4,1992,1083.0,70791.0,25.91
42,1,2012,1083.0,52980.0,26.89
42,0,2012,1083.0,52980.0,26.04
27,6,1996,51.0,4499.0,20.85
56,5,1998,1513.0,88.26,20.11
19,1,2007,537.0,45140.03,5.25
84,5,1993,495.0,16582.0,16.01
62,3,1995,758.0,34468.93,21.5
94,8,1999,593.0,33089.0,18.74
75,1,2004,1738.0,8941.22,17.29
14,6,2009,1761.0,119166.69999999998,27.39
78,3,1996,74.0,6.0,27.66
22,2,1998,3240.0,60687.0,23.07
79,1,2002,637.0,7875.7,12.24
95,1,2007,1180.0,88.0,23.68
42,5,1995,1083.0,61257.0,25.55
73,4,2004,494.0,8903.48,25.55
87,3,2012,1712.0,2469.47,29.96
66,3,2011,285.0,56.0,19.26
86,4,1990,1712.0,1571.33,26.53
43,4,2001,2702.0,1597.0,27.52
77,9,2000,854.0,15470.0,16.23
47,3,1993,2051.0,1415.65,27.02
30,8,2007,626.0,460.0,6.97
56,7,2004,1513.0,68.01,19.87
80,0,2010,1212.0,953.85,20.12
17,6,2005,1274.0,304.83,22.29
84,8,1997,495.0,21596.0,15.38
84,1,1995,495.0,18025.0,19.23
14,3,1990,1761.0,49695.0,25.29
21,8,2011,1522.0,9830.72,6.27
47,2,2002,2051.0,909.71,27.51
39,5,1993,1440.0,6.96,26.78
42,7,2000,1083.0,44957.52,24.69
19,8,2001,537.0,38456.0,9.63
48,4,2008,1668.0,58750.0,13.31
43,1,2008,2702.0,1597.0,26.65
42,4,2006,1083.0,37423.0,26.43
46,7,1994,832.0,81217.6,13.53
94,6,2007,593.0,48715.51,18.6
73,1,1994,494.0,6183.0,22.93
0,6,1990,1485.0,121.0,16.37
43,0,2001,2702.0,1597.0,25.43
98,3,2009,1300.0,13475.41,16.96
42,3,1992,1083.0,70791.0,26.37
43,3,2006,2702.0,1597.0,27.21
6,1,2013,1110.0,3108.6,10.03
14,6,2006,1761.0,119166.69999999998,19.35
90,8,2012,1537.0,2077.9,7.96
37,2,1994,1651.0,39.0,27.03
14,5,1997,1761.0,110276.11,18.36
42,7,2004,1083.0,35113.0,25.69
5,1,2009,534.0,38065.68,19.01
62,6,1992,758.0,34468.93,19.97
42,3,1997,1083.0,52279.0,25.46
62,3,1994,758.0,34468.93,25.05
73,7,2004,494.0,8903.48,25.55
48,3,2007,1668.0,61164.07,16.55
73,4,2013,494.0,0.92,19.98
48,6,1995,1668.0,79821.18,15.25
94,8,2009,593.0,37651.15,11.63
73,6,1990,494.0,5299.0,23.14
62,5,1990,758.0,34468.93,24.79
33,3,2007,700.0,40740.64,10.88
5,1,1996,534.0,31185.0,19.13
43,7,1991,2702.0,3259.0,26.92
94,6,1990,593.0,29918.0,14.01
14,7,2007,1761.0,119166.69999999998,25.95
17,6,2009,1274.0,177.75,21.42
94,1,2002,593.0,27915.0,12.24
25,1,2006,1410.0,4116.45,27.08
19,1,2013,537.0,81659.8,9.19
38,9,2011,2387.0,400.76,27.43
2,4,2008,1010.0,40.0,24.27
14,6,2005,1761.0,119166.69999999998,27.6
49,8,1997,250.0,8112.0,4.52
48,9,2008,1668.0,58750.0,15.57
73,1,1996,494.0,11955.0,24.43
14,6,2001,1761.0,119166.69999999998,27.08
22,1,2010,3240.0,48618.46,22.68
26,1,1990,2274.0,2537.0,17.6
62,5,1992,758.0,34468.93,19.14
84,4,1996,495.0,19508.0,15.23
48,1,1990,1668.0,79821.18,16.4
93,3,2002,207.0,706.18,19.74
26,1,2004,2274.0,29799.84,22.33
99,5,2001,1020.0,1670.0,20.9
62,3,2008,758.0,61732.11,19.45
48,8,2011,1668.0,51796.3,15.38
22,8,2001,3240.0,85515.3,22.5
42,5,2005,1083.0,35342.0,25.82
73,7,1999,494.0,20450.0,23.8
94,4,2012,593.0,42610.59,14.97
97,3,2010,1220.0,16770.87,8.4
41,3,2012,589.0,8141.17,11.31
73,8,2009,494.0,3957.61,23.62
14,5,2010,1761.0,119166.69999999998,22.12
62,5,2004,758.0,26433.14,19.56
64,1,1991,346.0,9771.14,17.47
35,4,2007,652.0,7345.7,18.67
17,1,1993,1274.0,96.99,21.17
42,0,2001,1083.0,43720.04,25.76
26,8,1999,2274.0,14216.0,17.02
43,0,2012,2702.0,1597.0,27.37
26,0,2009,2274.0,9666.87,17.76
19,1,1992,537.0,29387.0,8.77
31,8,2002,536.0,1620.36,5.54
84,5,2011,495.0,26857.0,18.75
25,2,2011,1410.0,6316.61,26.79
42,0,1998,1083.0,49157.0,25.77
30,8,1998,626.0,195.0,5.5
26,1,2013,2274.0,6471.77,17.28
43,1,1997,2702.0,1597.0,27.46
5,7,2011,534.0,47632.99,17.71
99,5,1991,1020.0,1080.0,20.84
35,5,1996,652.0,7296.0,17.46
57,4,1997,1181.0,173.19,20.62
44,1,2006,216.0,824.14,23.82
3,5,2002,591.0,64134.56,18.07
5,3,1997,534.0,34091.0,12.13
57,5,1990,1181.0,173.19,20.86
62,4,1994,758.0,34468.93,19.73
73,1,2005,494.0,7914.31,22.8
43,1,2002,2702.0,1597.0,27.49
53,1,1991,788.0,0.3,14.66
64,7,1991,346.0,9771.14,17.25
19,1,1996,537.0,35240.8,7.85
42,3,2001,1083.0,43720.04,25.34
42,3,2013,1083.0,45620.0,27.11
42,8,2012,1083.0,52980.0,24.37
39,7,1995,1440.0,12.32,27.3
25,0,2000,1410.0,5082.0,26.37
3,6,2009,591.0,61586.56,18.09
62,7,2010,758.0,63402.29,15.87
26,8,1992,2274.0,2012.0,22.19
99,4,2005,1020.0,1670.0,21.97
42,1,2011,1083.0,55540.0,25.72
4,3,2005,562.0,220.51,9.58
43,0,1997,2702.0,1597.0,27.46
42,3,2012,1083.0,52980.0,25.89
46,7,1996,832.0,74617.2,7.06
39,4,1991,1440.0,18.86,27.01
94,8,1993,593.0,28042.0,18.82
42,8,2004,1083.0,35113.0,27.29
61,3,1999,2041.0,501.85,24.11
41,3,2000,589.0,4151.0,11.69
92,8,2013,1622.0,8136.0,28.98
54,3,1995,56.0,87.0,20.03
1,1,2008,89.0,11556.12,17.55
36,1,1994,1996.0,12004.33,20.08
14,3,1996,1761.0,101621.67,25.94
14,4,2006,1761.0,119166.69999999998,20.6
10,4,2008,2666.0,12936.5,26.0
55,3,1995,656.0,737.0,6.68
42,3,2006,1083.0,37423.0,26.04
43,4,1995,2702.0,1597.0,26.74
14,9,1992,1761.0,67003.89,25.61
62,4,1997,758.0,34468.93,16.25
42,8,2009,1083.0,28707.01,24.87
50,9,2011,630.0,1578.0,16.9
42,5,2007,1083.0,27422.77,25.98
7,4,2008,447.0,262.99,12.3
10,5,2012,2666.0,13289.18,26.28
72,8,1996,1414.0,698.25,1.88
49,3,2006,250.0,3926.27,7.65
42,3,2010,1083.0,40093.69,26.52
25,3,2002,1410.0,4018.07,27.05
85,1,2004,636.0,47445.0,12.17
88,1,2008,2331.0,2108.66,27.22
42,8,1999,1083.0,46195.0,26.86
25,9,1991,1410.0,4971.0,26.57
14,4,2011,1761.0,119166.69999999998,18.82
3,7,1999,591.0,62831.39,17.15
94,3,1993,593.0,28042.0,18.82
84,4,1997,495.0,21596.0,20.57
29,1,2013,383.0,27.63,25.87
94,6,1997,593.0,34431.0,11.34
14,1,2012,1761.0,119166.69999999998,18.8
14,0,1992,1761.0,67003.89,17.8
20,4,1991,1342.0,0.04,25.45
14,3,2002,1761.0,119166.69999999998,25.18
99,6,2010,1020.0,1670.0,21.34
99,4,2012,1020.0,1670.0,20.8
14,1,2013,1761.0,119166.69999999998,17.57
84,7,1992,495.0,16582.0,16.48
25,0,2013,1410.0,6316.61,26.88
35,4,2011,652.0,8189.8,17.67
50,6,1997,630.0,5172.0,16.77
88,7,2005,2331.0,1426.37,27.7
42,6,2013,1083.0,45620.0,27.44
42,4,2008,1083.0,14485.33,27.05
42,5,2008,1083.0,14485.33,27.45
26,6,2012,2274.0,11469.74,22.16
85,5,2011,636.0,53549.0,17.9
42,3,1998,1083.0,49157.0,24.84
94,1,2002,593.0,27915.0,10.81
19,6,1997,537.0,38258.2,4.54
56,6,1997,1513.0,139.89,19.97
28,1,2006,1784.0,2265.72,26.14
14,6,2005,1761.0,119166.69999999998,24.79
42,8,2005,1083.0,35342.0,26.3
70,2,2006,2280.0,6889.26,27.35
62,0,2013,758.0,59920.18,17.34
100,7,2008,657.0,3234.81,20.68
84,1,1992,495.0,16582.0,16.48
5,1,2009,534.0,38065.68,12.87
81,5,2004,59.0,3705.6,26.53
51,3,2005,641.0,723.54,6.3
33,1,2009,700.0,39289.43,9.61
5,1,1998,534.0,37215.0,20.62
14,9,2010,1761.0,119166.69999999998,18.18
91,6,1995,691.0,54.0,8.49
43,6,2002,2702.0,1597.0,25.64
40,3,2000,1976.0,4376.0,24.43
48,6,2002,1668.0,70262.54,13.42
50,8,1999,630.0,3056.0,16.7
71,0,1995,151.0,62.0,29.56
42,8,1991,1083.0,72133.0,25.74
91,8,1997,691.0,751.31,8.69
5,5,2008,534.0,42935.38,18.78
62,6,1994,758.0,34468.93,25.05
62,5,2006,758.0,50891.95,20.3
42,6,1991,1083.0,72133.0,27.35
14,9,2010,1761.0,119166.69999999998,22.12
19,6,1993,537.0,29296.5,7.69
14,4,1996,1761.0,101621.67,25.94
42,7,1992,1083.0,70791.0,25.91
42,6,2008,1083.0,14485.33,25.56
5,3,2001,534.0,32710.0,17.85
95,6,2010,1180.0,88.0,24.14
27,6,2005,51.0,5471.0,22.01
20,3,1996,1342.0,22.87,25.32
