unnamed:_0,area,item,year,yield_hg_ha,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
7023,23,6,2010,27203,1113.0,1540.0,10.0
7024,23,8,2010,40415,1113.0,1540.0,10.0
7025,23,1,2011,56817,1113.0,1638.74,11.02
7026,23,3,2011,153960,1113.0,1638.74,11.02
7027,23,5,2011,32000,1113.0,1638.74,11.02
7028,23,6,2011,25005,1113.0,1638.74,11.02
7029,23,8,2011,52237,1113.0,1638.74,11.02
7030,23,1,2012,43374,1113.0,1737.47,11.12
7031,23,3,2012,147848,1113.0,1737.47,11.12
7032,23,5,2012,35729,1113.0,1737.47,11.12
7033,23,6,2012,17875,1113.0,1737.47,11.12
7034,23,8,2012,53473,1113.0,1737.47,11.12
7035,23,1,2013,65000,1113.0,1836.21,11.58
7036,23,3,2013,158785,1113.0,1836.21,11.58
7037,23,5,2013,50203,1113.0,1836.21,11.58
7038,23,6,2013,23606,1113.0,1836.21,11.58
7039,23,8,2013,48846,1113.0,1836.21,11.58
7040,24,1,2010,48105,703.0,3894.0,7.54
7041,24,3,2010,352675,703.0,3894.0,7.54
7042,24,8,2010,66264,703.0,3894.0,7.54
7043,24,1,2011,52170,703.0,4249.48,9.31
7044,24,3,2011,389423,703.0,4249.48,9.31
7045,24,8,2011,64672,703.0,4249.48,9.31
7046,24,1,2012,58217,703.0,5716.0,8.7
7047,24,3,2012,421316,703.0,5716.0,8.7
7048,24,8,2012,73687,703.0,5716.0,8.7
7049,24,1,2013,59141,703.0,4118.0,8.81
7050,24,3,2013,415732,703.0,4118.0,8.81
7051,24,8,2013,72992,703.0,4118.0,8.81
7052,24,3,1990,374583,703.0,5650.0,9.83
7053,24,8,1990,74180,703.0,5650.0,9.83
7054,24,3,1991,336135,703.0,4628.0,8.62
7055,24,8,1991,70749,703.0,4628.0,8.62
7056,24,3,1992,330083,703.0,4566.0,9.47
7057,24,8,1992,61510,703.0,4566.0,9.47
7058,24,3,1993,386777,703.0,4103.0,8.16
7059,24,8,1993,69791,703.0,4103.0,8.16
7060,24,3,1994,348378,703.0,3922.0,9.15
7061,24,8,1994,64948,703.0,3922.0,9.15
7062,24,3,1995,339644,703.0,5043.0,8.75
7063,24,8,1995,75633,703.0,5043.0,8.75
7064,24,3,1996,367500,703.0,3672.0,7.31
7065,24,8,1996,69864,703.0,3672.0,7.31
7066,24,3,1997,396154,703.0,3679.0,8.91
7067,24,8,1997,72057,703.0,3679.0,8.91
7068,24,3,1998,404433,703.0,3623.0,8.65
7069,24,8,1998,72476,703.0,3623.0,8.65
7070,24,3,1999,395507,703.0,2867.0,9.37
7071,24,8,1999,70074,703.0,2867.0,9.37
7072,24,3,2000,424863,703.0,3174.0,9.67
7073,24,8,2000,74797,703.0,3174.0,9.67
7074,24,3,2001,403828,703.0,3311.0,8.78
7075,24,8,2001,73559,703.0,3311.0,8.78
7076,24,3,2002,399066,703.0,2868.0,9.54
7077,24,8,2002,70345,703.0,2868.0,9.54
7078,24,3,2004,397415,703.0,2899.0,9.0
7079,24,8,2004,71406,703.0,2899.0,9.0
7080,24,3,2005,394100,703.0,3246.0,9.11
7081,24,8,2005,72328,703.0,3246.0,9.11
7082,24,3,2006,352642,703.0,3212.0,9.74
7083,24,8,2006,69964,703.0,3212.0,9.74
7084,24,3,2007,385647,703.0,3336.0,9.87
7085,24,8,2007,65610,703.0,3336.0,9.87
7086,24,3,2008,416339,703.0,4145.0,9.82
7087,24,8,2008,78638,703.0,4145.0,9.82
7088,24,3,2009,415861,703.0,2836.0,9.22
7089,24,8,2009,80373,703.0,2836.0,9.22
7090,25,0,1990,64479,1410.0,4971.0,26.67
7091,25,0,1990,64479,1410.0,4971.0,26.61
7092,25,1,1990,16479,1410.0,4971.0,26.67
7093,25,1,1990,16479,1410.0,4971.0,26.61
7094,25,2,1990,98884,1410.0,4971.0,26.67
7095,25,2,1990,98884,1410.0,4971.0,26.61
7096,25,3,1990,118759,1410.0,4971.0,26.67
7097,25,3,1990,118759,1410.0,4971.0,26.61
7098,25,4,1990,47851,1410.0,4971.0,26.67
7099,25,4,1990,47851,1410.0,4971.0,26.61
7100,25,5,1990,24008,1410.0,4971.0,26.67
7101,25,5,1990,24008,1410.0,4971.0,26.61
7102,25,7,1990,60677,1410.0,4971.0,26.67
7103,25,7,1990,60677,1410.0,4971.0,26.61
7104,25,9,1990,51705,1410.0,4971.0,26.67
7105,25,9,1990,51705,1410.0,4971.0,26.61
7106,25,0,1991,77740,1410.0,4971.0,26.57
7107,25,0,1991,77740,1410.0,4971.0,26.43
7108,25,1,1991,16223,1410.0,4971.0,26.57
7109,25,1,1991,16223,1410.0,4971.0,26.43
7110,25,2,1991,108065,1410.0,4971.0,26.57
7111,25,2,1991,108065,1410.0,4971.0,26.43
7112,25,3,1991,123819,1410.0,4971.0,26.57
7113,25,3,1991,123819,1410.0,4971.0,26.43
7114,25,4,1991,48092,1410.0,4971.0,26.57
7115,25,4,1991,48092,1410.0,4971.0,26.43
7116,25,5,1991,19295,1410.0,4971.0,26.57
7117,25,5,1991,19295,1410.0,4971.0,26.43
7118,25,7,1991,68826,1410.0,4971.0,26.57
7119,25,7,1991,68826,1410.0,4971.0,26.43
7120,25,9,1991,71153,1410.0,4971.0,26.57
7121,25,9,1991,71153,1410.0,4971.0,26.43
7122,25,0,1992,54098,1410.0,4971.0,26.45
7123,25,0,1992,54098,1410.0,4971.0,26.4
7124,25,1,1992,13760,1410.0,4971.0,26.45
7125,25,1,1992,13760,1410.0,4971.0,26.4
7126,25,2,1992,79229,1410.0,4971.0,26.45
7127,25,2,1992,79229,1410.0,4971.0,26.4
7128,25,3,1992,86284,1410.0,4971.0,26.45
7129,25,3,1992,86284,1410.0,4971.0,26.4
7130,25,4,1992,89767,1410.0,4971.0,26.45
7131,25,4,1992,89767,1410.0,4971.0,26.4
7132,25,5,1992,25700,1410.0,4971.0,26.45
7133,25,5,1992,25700,1410.0,4971.0,26.4
7134,25,7,1992,62031,1410.0,4971.0,26.45
7135,25,7,1992,62031,1410.0,4971.0,26.4
7136,25,9,1992,54622,1410.0,4971.0,26.45
7137,25,9,1992,54622,1410.0,4971.0,26.4
7138,25,0,1993,60006,1410.0,4971.0,26.41
7139,25,0,1993,60006,1410.0,4971.0,26.38
7140,25,1,1993,14105,1410.0,4971.0,26.41
7141,25,1,1993,14105,1410.0,4971.0,26.38
7142,25,2,1993,105020,1410.0,4971.0,26.41
7143,25,2,1993,105020,1410.0,4971.0,26.38
7144,25,3,1993,98385,1410.0,4971.0,26.41
7145,25,3,1993,98385,1410.0,4971.0,26.38
7146,25,4,1993,50096,1410.0,4971.0,26.41
7147,25,4,1993,50096,1410.0,4971.0,26.38
7148,25,5,1993,21713,1410.0,4971.0,26.41
7149,25,5,1993,21713,1410.0,4971.0,26.38
7150,25,7,1993,54771,1410.0,4971.0,26.41
7151,25,7,1993,54771,1410.0,4971.0,26.38
7152,25,9,1993,57115,1410.0,4971.0,26.41
7153,25,9,1993,57115,1410.0,4971.0,26.38
7154,25,0,1994,60160,1410.0,4971.0,26.78
7155,25,0,1994,60160,1410.0,4971.0,26.64
7156,25,1,1994,10268,1410.0,4971.0,26.78
7157,25,1,1994,10268,1410.0,4971.0,26.64
7158,25,2,1994,71308,1410.0,4971.0,26.78
7159,25,2,1994,71308,1410.0,4971.0,26.64
7160,25,3,1994,121589,1410.0,4971.0,26.78
7161,25,3,1994,121589,1410.0,4971.0,26.64
7162,25,4,1994,46589,1410.0,4971.0,26.78
7163,25,4,1994,46589,1410.0,4971.0,26.64
7164,25,5,1994,20233,1410.0,4971.0,26.78
7165,25,5,1994,20233,1410.0,4971.0,26.64
7166,25,7,1994,61641,1410.0,4971.0,26.78
7167,25,7,1994,61641,1410.0,4971.0,26.64
7168,25,9,1994,48632,1410.0,4971.0,26.78
7169,25,9,1994,48632,1410.0,4971.0,26.64
7170,25,0,1995,62154,1410.0,3449.0,26.82
7171,25,0,1995,62154,1410.0,3449.0,26.78
7172,25,1,1995,14034,1410.0,3449.0,26.82
7173,25,1,1995,14034,1410.0,3449.0,26.78
7174,25,2,1995,89385,1410.0,3449.0,26.82
7175,25,2,1995,89385,1410.0,3449.0,26.78
7176,25,3,1995,103563,1410.0,3449.0,26.82
7177,25,3,1995,103563,1410.0,3449.0,26.78
7178,25,4,1995,47722,1410.0,3449.0,26.82
7179,25,4,1995,47722,1410.0,3449.0,26.78
7180,25,5,1995,24329,1410.0,3449.0,26.82
7181,25,5,1995,24329,1410.0,3449.0,26.78
7182,25,7,1995,53487,1410.0,3449.0,26.82
7183,25,7,1995,53487,1410.0,3449.0,26.78
7184,25,9,1995,53450,1410.0,3449.0,26.82
7185,25,9,1995,53450,1410.0,3449.0,26.78
7186,25,0,1996,60748,1410.0,3493.0,26.29
7187,25,0,1996,60748,1410.0,3493.0,26.31
7188,25,1,1996,13584,1410.0,3493.0,26.29
7189,25,1,1996,13584,1410.0,3493.0,26.31
7190,25,2,1996,81850,1410.0,3493.0,26.29
7191,25,2,1996,81850,1410.0,3493.0,26.31
7192,25,3,1996,98893,1410.0,3493.0,26.29
7193,25,3,1996,98893,1410.0,3493.0,26.31
7194,25,4,1996,46016,1410.0,3493.0,26.29
7195,25,4,1996,46016,1410.0,3493.0,26.31
7196,25,5,1996,26850,1410.0,3493.0,26.29
7197,25,5,1996,26850,1410.0,3493.0,26.31
7198,25,7,1996,55926,1410.0,3493.0,26.29
7199,25,7,1996,55926,1410.0,3493.0,26.31
7200,25,9,1996,58904,1410.0,3493.0,26.29
7201,25,9,1996,58904,1410.0,3493.0,26.31
7202,25,0,1997,59409,1410.0,3846.0,27.18
7203,25,0,1997,59409,1410.0,3846.0,27.01
7204,25,1,1997,11770,1410.0,3846.0,27.18
7205,25,1,1997,11770,1410.0,3846.0,27.01
7206,25,2,1997,72082,1410.0,3846.0,27.18
7207,25,2,1997,72082,1410.0,3846.0,27.01
7208,25,3,1997,92123,1410.0,3846.0,27.18
7209,25,3,1997,92123,1410.0,3846.0,27.01
7210,25,4,1997,48213,1410.0,3846.0,27.18
7211,25,4,1997,48213,1410.0,3846.0,27.01
7212,25,5,1997,25468,1410.0,3846.0,27.18
7213,25,5,1997,25468,1410.0,3846.0,27.01
7214,25,7,1997,49019,1410.0,3846.0,27.18
7215,25,7,1997,49019,1410.0,3846.0,27.01
7216,25,9,1997,51088,1410.0,3846.0,27.18
7217,25,9,1997,51088,1410.0,3846.0,27.01
7218,25,0,1998,62593,1410.0,4375.0,27.16
7219,25,0,1998,62593,1410.0,4375.0,27.14
7220,25,1,1998,13001,1410.0,4375.0,27.16
7221,25,1,1998,13001,1410.0,4375.0,27.14
7222,25,2,1998,79861,1410.0,4375.0,27.16
7223,25,2,1998,79861,1410.0,4375.0,27.14
7224,25,3,1998,91000,1410.0,4375.0,27.16
7225,25,3,1998,91000,1410.0,4375.0,27.14
7226,25,4,1998,42709,1410.0,4375.0,27.16
7227,25,4,1998,42709,1410.0,4375.0,27.14
7228,25,5,1998,24125,1410.0,4375.0,27.16
7229,25,5,1998,24125,1410.0,4375.0,27.14
7230,25,7,1998,55893,1410.0,4375.0,27.16
7231,25,7,1998,55893,1410.0,4375.0,27.14
7232,25,9,1998,61802,1410.0,4375.0,27.16
7233,25,9,1998,61802,1410.0,4375.0,27.14
7234,25,0,1999,64588,1410.0,5398.0,26.66
7235,25,0,1999,64588,1410.0,5398.0,26.62
7236,25,1,1999,12633,1410.0,5398.0,26.66
7237,25,1,1999,12633,1410.0,5398.0,26.62
7238,25,2,1999,97323,1410.0,5398.0,26.66
7239,25,2,1999,97323,1410.0,5398.0,26.62
7240,25,3,1999,110524,1410.0,5398.0,26.66
7241,25,3,1999,110524,1410.0,5398.0,26.62
7242,25,4,1999,45422,1410.0,5398.0,26.66
7243,25,4,1999,45422,1410.0,5398.0,26.62
7244,25,5,1999,25384,1410.0,5398.0,26.66
7245,25,5,1999,25384,1410.0,5398.0,26.62
7246,25,7,1999,61874,1410.0,5398.0,26.66
7247,25,7,1999,61874,1410.0,5398.0,26.62
7248,25,9,1999,59554,1410.0,5398.0,26.66
7249,25,9,1999,59554,1410.0,5398.0,26.62
7250,25,0,2000,65367,1410.0,5082.0,26.37
7251,25,0,2000,65367,1410.0,5082.0,26.35
7252,25,1,2000,12343,1410.0,5082.0,26.37
7253,25,1,2000,12343,1410.0,5082.0,26.35
7254,25,2,2000,94268,1410.0,5082.0,26.37
7255,25,2,2000,94268,1410.0,5082.0,26.35
7256,25,3,2000,142405,1410.0,5082.0,26.37
7257,25,3,2000,142405,1410.0,5082.0,26.35
7258,25,4,2000,46372,1410.0,5082.0,26.37
7259,25,4,2000,46372,1410.0,5082.0,26.35
7260,25,5,2000,24912,1410.0,5082.0,26.37
7261,25,5,2000,24912,1410.0,5082.0,26.35
7262,25,7,2000,60559,1410.0,5082.0,26.37
7263,25,7,2000,60559,1410.0,5082.0,26.35
7264,25,9,2000,64917,1410.0,5082.0,26.37
7265,25,9,2000,64917,1410.0,5082.0,26.35
7266,25,0,2001,69763,1410.0,7182.0,26.78
7267,25,0,2001,69763,1410.0,7182.0,26.8
7268,25,1,2001,13390,1410.0,7182.0,26.78
7269,25,1,2001,13390,1410.0,7182.0,26.8
7270,25,2,2001,84717,1410.0,7182.0,26.78
7271,25,2,2001,84717,1410.0,7182.0,26.8
7272,25,3,2001,183821,1410.0,7182.0,26.78
7273,25,3,2001,183821,1410.0,7182.0,26.8
7274,25,4,2001,48950,1410.0,7182.0,26.78
7275,25,4,2001,48950,1410.0,7182.0,26.8
7276,25,5,2001,28965,1410.0,7182.0,26.78
7277,25,5,2001,28965,1410.0,7182.0,26.8
7278,25,7,2001,60250,1410.0,7182.0,26.78
7279,25,7,2001,60250,1410.0,7182.0,26.8
7280,25,9,2001,62777,1410.0,7182.0,26.78
7281,25,9,2001,62777,1410.0,7182.0,26.8
7282,25,0,2002,69924,1410.0,4018.07,27.08
7283,25,0,2002,69924,1410.0,4018.07,27.05
7284,25,1,2002,12960,1410.0,4018.07,27.08
7285,25,1,2002,12960,1410.0,4018.07,27.05
7286,25,2,2002,78695,1410.0,4018.07,27.08
7287,25,2,2002,78695,1410.0,4018.07,27.05
7288,25,3,2002,166370,1410.0,4018.07,27.08
7289,25,3,2002,166370,1410.0,4018.07,27.05
7290,25,4,2002,48593,1410.0,4018.07,27.08
7291,25,4,2002,48593,1410.0,4018.07,27.05
7292,25,5,2002,19380,1410.0,4018.07,27.08
7293,25,5,2002,19380,1410.0,4018.07,27.05
7294,25,7,2002,60518,1410.0,4018.07,27.08
7295,25,7,2002,60518,1410.0,4018.07,27.05
7296,25,9,2002,67400,1410.0,4018.07,27.08
7297,25,9,2002,67400,1410.0,4018.07,27.05
7298,25,0,2004,65505,1410.0,3713.96,26.83
7299,25,0,2004,65505,1410.0,3713.96,26.71
7300,25,1,2004,14924,1410.0,3713.96,26.83
7301,25,1,2004,14924,1410.0,3713.96,26.71
7302,25,2,2004,85924,1410.0,3713.96,26.83
7303,25,2,2004,85924,1410.0,3713.96,26.71
7304,25,3,2004,179600,1410.0,3713.96,26.83
7305,25,3,2004,179600,1410.0,3713.96,26.71
7306,25,4,2004,43044,1410.0,3713.96,26.83
7307,25,4,2004,43044,1410.0,3713.96,26.71
7308,25,5,2004,19686,1410.0,3713.96,26.83
7309,25,5,2004,19686,1410.0,3713.96,26.71
7310,25,7,2004,64152,1410.0,3713.96,26.83
7311,25,7,2004,64152,1410.0,3713.96,26.71
7312,25,9,2004,64577,1410.0,3713.96,26.83
7313,25,9,2004,64577,1410.0,3713.96,26.71
7314,25,0,2005,66559,1410.0,3515.56,27.03
7315,25,0,2005,66559,1410.0,3515.56,26.9
7316,25,1,2005,14206,1410.0,3515.56,27.03
7317,25,1,2005,14206,1410.0,3515.56,26.9
7318,25,2,2005,104137,1410.0,3515.56,27.03
7319,25,2,2005,104137,1410.0,3515.56,26.9
7320,25,3,2005,220766,1410.0,3515.56,27.03
7321,25,3,2005,220766,1410.0,3515.56,26.9
7322,25,4,2005,42047,1410.0,3515.56,27.03
7323,25,4,2005,42047,1410.0,3515.56,26.9
7324,25,5,2005,20534,1410.0,3515.56,27.03
7325,25,5,2005,20534,1410.0,3515.56,26.9
7326,25,7,2005,62339,1410.0,3515.56,27.03
7327,25,7,2005,62339,1410.0,3515.56,26.9
7328,25,9,2005,56337,1410.0,3515.56,27.03
7329,25,9,2005,56337,1410.0,3515.56,26.9
7330,25,0,2006,72182,1410.0,4116.45,27.01
7331,25,0,2006,72182,1410.0,4116.45,27.08
7332,25,1,2006,13900,1410.0,4116.45,27.01
7333,25,1,2006,13900,1410.0,4116.45,27.08
7334,25,2,2006,121998,1410.0,4116.45,27.01
7335,25,2,2006,121998,1410.0,4116.45,27.08
7336,25,3,2006,222125,1410.0,4116.45,27.01
7337,25,3,2006,222125,1410.0,4116.45,27.08
7338,25,4,2006,46865,1410.0,4116.45,27.01
7339,25,4,2006,46865,1410.0,4116.45,27.08
7340,25,5,2006,20497,1410.0,4116.45,27.01
7341,25,5,2006,20497,1410.0,4116.45,27.08
7342,25,7,2006,70151,1410.0,4116.45,27.01
7343,25,7,2006,70151,1410.0,4116.45,27.08
7344,25,9,2006,63984,1410.0,4116.45,27.01
7345,25,9,2006,63984,1410.0,4116.45,27.08
7346,25,0,2007,75588,1410.0,5689.8,27.08
7347,25,0,2007,75588,1410.0,5689.8,27.12
7348,25,1,2007,13350,1410.0,5689.8,27.08
7349,25,1,2007,13350,1410.0,5689.8,27.12
7350,25,2,2007,107774,1410.0,5689.8,27.08
7351,25,2,2007,107774,1410.0,5689.8,27.12
7352,25,3,2007,216325,1410.0,5689.8,27.08
7353,25,3,2007,216325,1410.0,5689.8,27.12
7354,25,4,2007,48112,1410.0,5689.8,27.08
7355,25,4,2007,48112,1410.0,5689.8,27.12
7356,25,5,2007,17929,1410.0,5689.8,27.08
7357,25,5,2007,17929,1410.0,5689.8,27.12
7358,25,7,2007,75696,1410.0,5689.8,27.08
7359,25,7,2007,75696,1410.0,5689.8,27.12
7360,25,9,2007,64848,1410.0,5689.8,27.08
7361,25,9,2007,64848,1410.0,5689.8,27.12
7362,25,0,2008,75141,1410.0,5409.43,26.76
7363,25,0,2008,75141,1410.0,5409.43,26.56
7364,25,1,2008,14532,1410.0,5409.43,26.76
7365,25,1,2008,14532,1410.0,5409.43,26.56
7366,25,2,2008,94967,1410.0,5409.43,26.76
7367,25,2,2008,94967,1410.0,5409.43,26.56
7368,25,3,2008,205454,1410.0,5409.43,26.76
7369,25,3,2008,205454,1410.0,5409.43,26.56
7370,25,4,2008,48268,1410.0,5409.43,26.76
7371,25,4,2008,48268,1410.0,5409.43,26.56
7372,25,5,2008,21736,1410.0,5409.43,26.76
7373,25,5,2008,21736,1410.0,5409.43,26.56
7374,25,7,2008,71031,1410.0,5409.43,26.76
7375,25,7,2008,71031,1410.0,5409.43,26.56
7376,25,9,2008,69428,1410.0,5409.43,26.76
7377,25,9,2008,69428,1410.0,5409.43,26.56
7378,25,0,2009,77183,1410.0,5975.25,26.91
7379,25,0,2009,77183,1410.0,5975.25,26.88
7380,25,1,2009,14645,1410.0,5975.25,26.91
7381,25,1,2009,14645,1410.0,5975.25,26.88
7382,25,2,2009,123255,1410.0,5975.25,26.91
7383,25,2,2009,123255,1410.0,5975.25,26.88
7384,25,3,2009,219707,1410.0,5975.25,26.91
7385,25,3,2009,219707,1410.0,5975.25,26.88
7386,25,4,2009,42862,1410.0,5975.25,26.91
7387,25,4,2009,42862,1410.0,5975.25,26.88
7388,25,5,2009,19343,1410.0,5975.25,26.91
7389,25,5,2009,19343,1410.0,5975.25,26.88
7390,25,7,2009,77468,1410.0,5975.25,26.91
7391,25,7,2009,77468,1410.0,5975.25,26.88
7392,25,9,2009,70171,1410.0,5975.25,26.91
7393,25,9,2009,70171,1410.0,5975.25,26.88
7394,25,0,2010,84606,1410.0,6316.61,26.93
7395,25,0,2010,84606,1410.0,6316.61,27.01
7396,25,1,2010,16818,1410.0,6316.61,26.93
7397,25,1,2010,16818,1410.0,6316.61,27.01
7398,25,2,2010,109770,1410.0,6316.61,26.93
7399,25,2,2010,109770,1410.0,6316.61,27.01
7400,25,3,2010,237316,1410.0,6316.61,26.93
7401,25,3,2010,237316,1410.0,6316.61,27.01
7402,25,4,2010,47651,1410.0,6316.61,26.93
7403,25,4,2010,47651,1410.0,6316.61,27.01
7404,25,5,2010,21139,1410.0,6316.61,26.93
7405,25,5,2010,21139,1410.0,6316.61,27.01
7406,25,7,2010,81343,1410.0,6316.61,26.93
7407,25,7,2010,81343,1410.0,6316.61,27.01
7408,25,9,2010,69331,1410.0,6316.61,26.93
7409,25,9,2010,69331,1410.0,6316.61,27.01
7410,25,0,2011,78686,1410.0,6316.61,26.79
7411,25,0,2011,78686,1410.0,6316.61,26.66
7412,25,1,2011,16229,1410.0,6316.61,26.79
7413,25,1,2011,16229,1410.0,6316.61,26.66
7414,25,2,2011,173430,1410.0,6316.61,26.79
7415,25,2,2011,173430,1410.0,6316.61,26.66
7416,25,3,2011,236186,1410.0,6316.61,26.79
7417,25,3,2011,236186,1410.0,6316.61,26.66
7418,25,4,2011,50057,1410.0,6316.61,26.79
7419,25,4,2011,50057,1410.0,6316.61,26.66
7420,25,5,2011,14666,1410.0,6316.61,26.79
7421,25,5,2011,14666,1410.0,6316.61,26.66
7422,25,7,2011,80907,1410.0,6316.61,26.79
7423,25,7,2011,80907,1410.0,6316.61,26.66
7424,25,9,2011,67133,1410.0,6316.61,26.79
7425,25,9,2011,67133,1410.0,6316.61,26.66
7426,25,0,2012,75083,1410.0,6316.61,26.87
7427,25,0,2012,75083,1410.0,6316.61,26.84
7428,25,1,2012,15675,1410.0,6316.61,26.87
7429,25,1,2012,15675,1410.0,6316.61,26.84
7430,25,2,2012,183778,1410.0,6316.61,26.87
7431,25,2,2012,183778,1410.0,6316.61,26.84
7432,25,3,2012,242634,1410.0,6316.61,26.87
7433,25,3,2012,242634,1410.0,6316.61,26.84
7434,25,4,2012,41266,1410.0,6316.61,26.87
7435,25,4,2012,41266,1410.0,6316.61,26.84
7436,25,5,2012,14585,1410.0,6316.61,26.87
7437,25,5,2012,14585,1410.0,6316.61,26.84
7438,25,7,2012,81007,1410.0,6316.61,26.87
7439,25,7,2012,81007,1410.0,6316.61,26.84
7440,25,9,2012,66228,1410.0,6316.61,26.87
7441,25,9,2012,66228,1410.0,6316.61,26.84
7442,25,0,2013,74585,1410.0,6316.61,26.51
7443,25,0,2013,74585,1410.0,6316.61,26.88
7444,25,1,2013,15764,1410.0,6316.61,26.51
7445,25,1,2013,15764,1410.0,6316.61,26.88
7446,25,2,2013,199939,1410.0,6316.61,26.51
7447,25,2,2013,199939,1410.0,6316.61,26.88
7448,25,3,2013,256603,1410.0,6316.61,26.51
7449,25,3,2013,256603,1410.0,6316.61,26.88
7450,25,4,2013,45123,1410.0,6316.61,26.51
7451,25,4,2013,45123,1410.0,6316.61,26.88
7452,25,5,2013,15303,1410.0,6316.61,26.51
7453,25,5,2013,15303,1410.0,6316.61,26.88
7454,25,7,2013,79812,1410.0,6316.61,26.51
7455,25,7,2013,79812,1410.0,6316.61,26.88
7456,25,9,2013,63432,1410.0,6316.61,26.51
7457,25,9,2013,63432,1410.0,6316.61,26.88
7458,26,0,1990,54593,2274.0,2537.0,21.82
7459,26,0,1990,54593,2274.0,2537.0,17.6
7460,26,0,1990,54593,2274.0,2537.0,22.12
7461,26,1,1990,10602,2274.0,2537.0,21.82
7462,26,1,1990,10602,2274.0,2537.0,17.6
7463,26,1,1990,10602,2274.0,2537.0,22.12
7464,26,2,1990,118358,2274.0,2537.0,21.82
7465,26,2,1990,118358,2274.0,2537.0,17.6
7466,26,2,1990,118358,2274.0,2537.0,22.12
7467,26,3,1990,71727,2274.0,2537.0,21.82
7468,26,3,1990,71727,2274.0,2537.0,17.6
7469,26,3,1990,71727,2274.0,2537.0,22.12
7470,26,4,1990,31218,2274.0,2537.0,21.82
7471,26,4,1990,31218,2274.0,2537.0,17.6
7472,26,4,1990,31218,2274.0,2537.0,22.12
7473,26,5,1990,28273,2274.0,2537.0,21.82
7474,26,5,1990,28273,2274.0,2537.0,17.6
7475,26,5,1990,28273,2274.0,2537.0,22.12
7476,26,6,1990,19873,2274.0,2537.0,21.82
7477,26,6,1990,19873,2274.0,2537.0,17.6
7478,26,6,1990,19873,2274.0,2537.0,22.12
7479,26,7,1990,59520,2274.0,2537.0,21.82
7480,26,7,1990,59520,2274.0,2537.0,17.6
7481,26,7,1990,59520,2274.0,2537.0,22.12
7482,26,8,1990,7967,2274.0,2537.0,21.82
7483,26,8,1990,7967,2274.0,2537.0,17.6
7484,26,8,1990,7967,2274.0,2537.0,22.12
7485,26,0,1991,47217,2274.0,2377.0,21.91
7486,26,0,1991,47217,2274.0,2377.0,17.59
7487,26,0,1991,47217,2274.0,2377.0,22.18
7488,26,1,1991,13821,2274.0,2377.0,21.91
7489,26,1,1991,13821,2274.0,2377.0,17.59
7490,26,1,1991,13821,2274.0,2377.0,22.18
7491,26,2,1991,99852,2274.0,2377.0,21.91
7492,26,2,1991,99852,2274.0,2377.0,17.59
7493,26,2,1991,99852,2274.0,2377.0,22.18
7494,26,3,1991,68405,2274.0,2377.0,21.91
7495,26,3,1991,68405,2274.0,2377.0,17.59
7496,26,3,1991,68405,2274.0,2377.0,22.18
7497,26,4,1991,26921,2274.0,2377.0,21.91
7498,26,4,1991,26921,2274.0,2377.0,17.59
7499,26,4,1991,26921,2274.0,2377.0,22.18
7500,26,5,1991,15289,2274.0,2377.0,21.91
7501,26,5,1991,15289,2274.0,2377.0,17.59
7502,26,5,1991,15289,2274.0,2377.0,22.18
7503,26,6,1991,16598,2274.0,2377.0,21.91
7504,26,6,1991,16598,2274.0,2377.0,17.59
7505,26,6,1991,16598,2274.0,2377.0,22.18
7506,26,7,1991,26571,2274.0,2377.0,21.91
7507,26,7,1991,26571,2274.0,2377.0,17.59
7508,26,7,1991,26571,2274.0,2377.0,22.18
7509,26,8,1991,5696,2274.0,2377.0,21.91
7510,26,8,1991,5696,2274.0,2377.0,17.59
7511,26,8,1991,5696,2274.0,2377.0,22.18
7512,26,0,1992,36875,2274.0,2012.0,21.94
7513,26,0,1992,36875,2274.0,2012.0,17.67
7514,26,0,1992,36875,2274.0,2012.0,22.19
7515,26,1,1992,10416,2274.0,2012.0,21.94
7516,26,1,1992,10416,2274.0,2012.0,17.67
7517,26,1,1992,10416,2274.0,2012.0,22.19
7518,26,2,1992,101582,2274.0,2012.0,21.94
7519,26,2,1992,101582,2274.0,2012.0,17.67
7520,26,2,1992,101582,2274.0,2012.0,22.19
7521,26,3,1992,77444,2274.0,2012.0,21.94
7522,26,3,1992,77444,2274.0,2012.0,17.67
7523,26,3,1992,77444,2274.0,2012.0,22.19
7524,26,4,1992,33254,2274.0,2012.0,21.94
7525,26,4,1992,33254,2274.0,2012.0,17.67
7526,26,4,1992,33254,2274.0,2012.0,22.19
7527,26,5,1992,13955,2274.0,2012.0,21.94
7528,26,5,1992,13955,2274.0,2012.0,17.67
7529,26,5,1992,13955,2274.0,2012.0,22.19
7530,26,6,1992,16420,2274.0,2012.0,21.94
7531,26,6,1992,16420,2274.0,2012.0,17.67
7532,26,6,1992,16420,2274.0,2012.0,22.19
7533,26,7,1992,28667,2274.0,2012.0,21.94
7534,26,7,1992,28667,2274.0,2012.0,17.67
7535,26,7,1992,28667,2274.0,2012.0,22.19
7536,26,8,1992,5911,2274.0,2012.0,21.94
7537,26,8,1992,5911,2274.0,2012.0,17.67
7538,26,8,1992,5911,2274.0,2012.0,22.19
7539,26,0,1993,36265,2274.0,1844.0,21.86
7540,26,0,1993,36265,2274.0,1844.0,17.42
